,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
42568,None,275.43,0.0,0.0,75,Clouds,broken clouds,3/23/2018 11:00,5230,high
30933,None,276.69,0.0,0.0,1,Clear,sky is clear,2/11/2017 4:00,265,very low
44616,None,288.14,0.0,0.0,90,Drizzle,drizzle,6/2/2018 9:00,3707,medium
37471,None,287.15,0.0,0.0,90,Drizzle,drizzle,9/26/2017 1:00,314,very low
24953,None,291.619,0.0,0.0,92,Clouds,overcast clouds,7/14/2016 23:00,1215,very low
22580,None,285.73,0.0,0.0,90,Rain,moderate rain,4/19/2016 19:00,3448,medium
12446,None,259.64,0.0,0.0,1,Clear,sky is clear,2/22/2014 23:00,1609,low
37013,None,284.21,0.0,0.0,75,Clouds,broken clouds,9/9/2017 4:00,412,very low
31312,None,269.09,0.0,0.0,75,Clouds,broken clouds,2/26/2017 6:00,1302,very low
13268,None,267.75,0.0,0.0,1,Clear,sky is clear,3/29/2014 8:00,3057,medium
45192,None,291.75,0.0,0.0,1,Rain,moderate rain,6/21/2018 5:00,3112,medium
18310,None,298.51,0.28,0.0,40,Rain,proximity shower rain,9/16/2015 20:00,3275,medium
44699,None,288.9,0.0,0.0,40,Haze,haze,6/5/2018 8:00,5645,high
46654,None,297.68,0.0,0.0,5,Clear,sky is clear,8/12/2018 10:00,3534,medium
16797,None,301.27,0.0,0.0,1,Clear,sky is clear,7/23/2015 16:00,6256,very high
8648,None,303.45,0.0,0.0,56,Clouds,broken clouds,8/25/2013 14:00,4723,high
37645,None,290.57,0.0,0.0,90,Rain,light rain,10/2/2017 12:00,4683,high
10211,None,263.92,0.0,0.0,1,Clear,sky is clear,11/29/2013 7:00,2542,low
21095,None,271.08,0.0,0.0,75,Haze,haze,2/6/2016 10:00,3479,medium
18610,None,294.69,0.0,0.0,1,Clear,sky is clear,9/26/2015 19:00,3567,medium
47421,None,293.79,3.1,0.0,90,Mist,mist,9/4/2018 19:00,3017,medium
4577,None,275.41,0.0,0.0,75,Clouds,broken clouds,3/27/2013 13:00,4930,high
43539,None,283.21,0.0,0.0,1,Clear,sky is clear,4/23/2018 23:00,963,very low
29036,None,266.62,0.0,0.0,90,Mist,mist,12/11/2016 16:00,3215,medium
27905,None,287.09,0.0,0.0,1,Drizzle,light intensity drizzle,11/7/2016 19:00,2678,low
21623,None,273.02,0.0,0.0,90,Clouds,overcast clouds,3/5/2016 5:00,671,very low
15875,None,296.64,0.0,0.0,75,Rain,light rain,8/3/2014 21:00,2899,low
27040,None,282.3,0.0,0.0,0,Clear,Sky is Clear,10/2/2016 7:00,1324,very low
40348,None,257.28,0.0,0.0,40,Clouds,scattered clouds,1/4/2018 16:00,6450,very high
34122,None,285.28,0.0,0.0,40,Clouds,scattered clouds,5/30/2017 1:00,329,very low
20401,None,258.93,0.0,0.0,1,Fog,fog,1/4/2016 8:00,5670,high
34413,None,296.96,0.0,0.0,1,Clear,sky is clear,6/11/2017 0:00,1743,low
47302,None,294.59,0.25,0.0,1,Rain,light rain,9/2/2018 3:00,386,very low
26035,None,287.46,0.0,0.0,1,Mist,mist,8/26/2016 8:00,5732,high
37030,None,292.86,0.0,0.0,40,Clouds,scattered clouds,9/9/2017 21:00,3107,medium
29537,None,265.28,0.0,0.0,90,Snow,light snow,12/27/2016 7:00,4380,high
32050,None,276.62,0.0,0.0,90,Clouds,overcast clouds,3/25/2017 12:00,5264,high
30384,None,274.65,0.0,0.0,90,Mist,mist,1/22/2017 9:00,2774,low
27054,None,287.21,0.0,0.0,0,Clear,Sky is Clear,10/2/2016 21:00,2190,low
17190,None,299.78,0.0,0.0,1,Clear,sky is clear,8/7/2015 17:00,5137,high
7166,None,294.89,0.25,0.0,92,Rain,light rain,6/24/2013 2:00,350,very low
42019,None,276.88,0.0,0.0,90,Clouds,overcast clouds,3/4/2018 1:00,756,very low
44096,None,289.28,0.0,0.0,40,Mist,mist,5/14/2018 23:00,1022,very low
42424,None,272.62,0.0,0.0,75,Clouds,broken clouds,3/18/2018 10:00,3658,medium
36498,None,293.86,0.0,0.0,75,Rain,light rain,8/21/2017 19:00,3110,medium
16708,None,295.34,0.0,0.0,1,Clear,sky is clear,7/19/2015 23:00,1414,very low
40462,None,273.95,0.0,0.0,75,Clouds,broken clouds,1/9/2018 10:00,4348,medium
28124,None,273.78,0.0,0.0,1,Mist,mist,11/16/2016 4:00,865,very low
25786,None,290.91,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 0:00,740,very low
21409,None,273.79,0.0,0.0,5,Clear,sky is clear,2/20/2016 21:00,3332,medium
33326,None,278.68,0.0,0.0,1,Clear,sky is clear,5/3/2017 7:00,6230,very high
11742,None,260.91,0.0,0.0,64,Clouds,broken clouds,1/25/2014 4:00,392,very low
12919,None,274.46,0.0,0.0,1,Clear,sky is clear,3/14/2014 19:00,3737,medium
8623,None,290.91,0.0,0.0,1,Clear,sky is clear,8/24/2013 2:00,548,very low
12108,None,261.42,0.0,0.0,90,Clouds,overcast clouds,2/8/2014 21:00,2862,low
4491,None,269.72,0.0,0.0,1,Clear,sky is clear,3/24/2013 0:00,1297,very low
40917,None,264.01,0.0,0.0,1,Clear,sky is clear,1/24/2018 0:00,512,very low
17938,None,295.6,0.0,0.0,90,Mist,mist,9/3/2015 10:00,5422,high
28315,None,274.21,0.0,0.0,90,Snow,light snow,11/22/2016 12:00,4593,high
21837,None,278.22,0.0,0.0,90,Rain,moderate rain,3/16/2016 5:00,2704,low
21406,None,277.22,0.0,0.0,40,Clouds,scattered clouds,2/20/2016 15:00,5164,high
10695,None,254.12,0.0,0.0,75,Clouds,broken clouds,12/15/2013 7:00,1118,very low
11542,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/17/2014 2:00,306,very low
42640,None,275.28,0.0,0.0,90,Rain,moderate rain,3/26/2018 14:00,4992,high
14182,None,281.2,0.0,0.0,1,Clear,sky is clear,5/9/2014 23:00,4030,medium
13283,None,275.33,0.0,0.0,20,Clouds,few clouds,3/29/2014 23:00,2507,low
23184,None,284.71,1.44,0.0,90,Mist,mist,5/10/2016 2:00,213,very low
12333,None,267.15,0.0,0.0,1,Clear,sky is clear,2/18/2014 6:00,5221,high
37547,None,292.89,0.0,0.0,75,Clouds,broken clouds,9/28/2017 19:00,3812,medium
22205,None,272.65,0.0,0.0,90,Clouds,overcast clouds,4/3/2016 0:00,1595,low
21611,None,272.95,0.0,0.0,90,Mist,mist,3/4/2016 15:00,5960,very high
44312,None,289.72,0.0,0.0,90,Mist,mist,5/23/2018 7:00,6641,very high
38867,None,273.86,0.0,0.0,90,Clouds,overcast clouds,11/12/2017 13:00,4114,medium
4894,None,281.33,0.0,0.0,1,Clear,sky is clear,4/8/2013 18:00,4356,medium
2138,None,266.5,0.0,0.0,90,Clouds,overcast clouds,12/17/2012 18:00,3996,medium
23713,None,288.65,0.0,0.0,90,Mist,mist,5/28/2016 5:00,1106,very low
38611,None,271.65,0.0,0.0,1,Clear,sky is clear,11/3/2017 10:00,4663,high
40695,None,257.02,0.0,0.0,90,Snow,light snow,1/15/2018 20:00,2162,low
43229,None,272.36,0.0,0.0,90,Snow,light snow,4/14/2018 6:00,986,very low
10051,None,263.41,0.0,0.0,5,Clear,sky is clear,11/22/2013 8:00,5908,very high
16491,None,300.38,0.0,0.0,90,Clouds,overcast clouds,7/12/2015 13:00,4037,medium
24809,None,297.09,0.0,0.0,1,Clear,sky is clear,7/9/2016 11:00,3675,medium
39831,None,270.42,0.0,0.0,90,Clouds,overcast clouds,12/16/2017 18:00,4600,high
36801,None,285.57,0.0,0.0,1,Haze,haze,9/1/2017 2:00,357,very low
13374,None,276.99,0.0,0.0,90,Clouds,overcast clouds,4/2/2014 19:00,3282,medium
39205,None,280.48,0.0,0.0,1,Clear,sky is clear,11/24/2017 1:00,467,very low
31451,None,261.69,0.0,0.0,1,Clear,sky is clear,3/3/2017 6:00,5495,high
40015,None,260.95,0.0,0.0,5,Clear,sky is clear,12/23/2017 9:00,2819,low
25935,None,294.94,0.0,0.0,1,Clear,sky is clear,8/23/2016 0:00,655,very low
14365,None,277.48,0.0,0.0,8,Clear,sky is clear,5/16/2014 5:00,2732,low
28439,None,273.88,0.0,0.0,90,Snow,light snow,11/24/2016 23:00,1175,very low
7889,None,297.01,0.0,0.0,0,Clear,Sky is Clear,7/23/2013 20:00,3180,medium
16104,None,289.97,0.0,0.0,1,Mist,mist,6/29/2015 6:00,5700,high
13607,None,282.88,0.0,0.0,20,Clouds,few clouds,4/12/2014 12:00,5322,high
16369,None,291.58,0.0,0.0,1,Clear,sky is clear,7/7/2015 12:00,4370,high
44389,None,299.08,0.0,0.0,1,Thunderstorm,proximity thunderstorm,5/25/2018 20:00,3026,medium
37380,None,299.28,0.0,0.0,1,Clear,sky is clear,9/23/2017 2:00,581,very low
16957,None,299.12,0.0,0.0,1,Clear,sky is clear,7/29/2015 13:00,4756,high
18924,None,290.38,0.0,0.0,1,Clear,sky is clear,10/11/2015 1:00,817,very low
27950,None,288.15,0.0,0.0,20,Clouds,few clouds,11/9/2016 15:00,5368,high
44360,None,293.89,0.0,0.0,40,Thunderstorm,proximity thunderstorm,5/25/2018 0:00,648,very low
17420,None,299.18,0.0,0.0,40,Clouds,scattered clouds,8/16/2015 12:00,4406,high
43223,None,272.3,0.0,0.0,90,Mist,mist,4/14/2018 3:00,309,very low
36282,None,288.82,0.0,0.0,90,Fog,fog,8/15/2017 9:00,4911,high
17347,None,300.48,0.0,0.0,1,Clear,sky is clear,8/13/2015 15:00,5741,high
33950,None,282.69,0.0,0.0,40,Clouds,scattered clouds,5/23/2017 6:00,5930,very high
38421,None,273.79,0.0,0.0,90,Snow,light snow,10/27/2017 23:00,1892,low
7732,None,296.56,0.0,0.0,32,Clouds,scattered clouds,7/17/2013 5:00,3071,medium
36283,None,290.28,0.0,0.0,75,Clouds,broken clouds,8/15/2017 10:00,4589,high
39004,None,273.08,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 18:00,4724,high
26800,None,289.37,0.0,0.0,80,Clouds,broken clouds,9/22/2016 8:00,5456,high
37487,None,287.15,0.0,0.0,90,Mist,mist,9/26/2017 9:00,5783,high
33512,None,291.29,0.0,0.0,90,Rain,light rain,5/10/2017 13:00,5026,high
48129,None,282.2,0.0,0.0,1,Clear,sky is clear,9/28/2018 0:00,699,very low
27566,None,274.547,0.0,0.0,32,Clouds,scattered clouds,10/24/2016 22:00,1310,very low
8684,None,302.47,0.0,0.0,0,Clear,Sky is Clear,8/27/2013 22:00,1844,low
38985,None,270.95,0.0,0.0,90,Clouds,overcast clouds,11/15/2017 23:00,1400,very low
18181,None,289.63,0.0,0.0,90,Clouds,overcast clouds,9/11/2015 18:00,4497,high
35439,None,298.28,0.0,0.0,1,Rain,proximity shower rain,7/18/2017 12:00,4842,high
4882,None,275.02,0.0,0.0,90,Clouds,overcast clouds,4/8/2013 6:00,5597,high
44130,None,285.94,0.0,0.0,1,Clear,sky is clear,5/16/2018 0:00,720,very low
23989,None,291.06,0.0,0.0,75,Clouds,broken clouds,6/6/2016 11:00,4618,high
40,None,281.32,0.0,0.0,1,Clear,sky is clear,10/4/2012 5:00,2726,low
17482,None,290.52,2.05,0.0,90,Mist,mist,8/18/2015 11:00,4677,high
36450,None,291.15,0.0,0.0,1,Clear,sky is clear,8/20/2017 5:00,603,very low
25964,None,294.07,20.07,0.0,40,Drizzle,light intensity drizzle,8/23/2016 22:00,1520,low
38624,None,272.77,0.0,0.0,90,Mist,mist,11/3/2017 18:00,4317,medium
16721,None,297.67,0.0,0.0,1,Clear,sky is clear,7/20/2015 12:00,4570,high
19460,None,277.86,0.0,0.0,40,Clouds,scattered clouds,11/13/2015 12:00,4960,high
44442,None,299.487,0.0,0.0,24,Clouds,few clouds,5/28/2018 1:00,559,very low
14155,None,286.94,0.51,0.0,90,Mist,mist,5/8/2014 23:00,1160,very low
23204,None,283.14,0.51,0.0,90,Rain,light rain,5/10/2016 10:00,4454,high
43500,None,274.61,0.0,0.0,1,Clear,sky is clear,4/22/2018 8:00,2200,low
7491,None,296.2,0.0,0.0,12,Clouds,few clouds,7/7/2013 7:00,1128,very low
42908,None,270.5,0.0,0.0,90,Fog,fog,4/3/2018 19:00,1834,low
6077,None,291.08,0.0,0.0,1,Clear,sky is clear,5/17/2013 1:00,475,very low
29331,None,277.22,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 14:00,5328,high
46959,None,294.89,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/24/2018 0:00,790,very low
10281,None,271.3,0.0,0.0,64,Mist,mist,12/2/2013 5:00,2726,low
19386,None,279.75,0.0,0.0,1,Clear,sky is clear,11/9/2015 5:00,2845,low
24373,None,299.81,0.0,0.0,92,Rain,light rain,6/22/2016 11:00,4957,high
29010,None,264.28,0.0,0.0,90,Snow,snow,12/11/2016 6:00,721,very low
4758,None,274.97,0.0,0.0,1,Clear,sky is clear,4/3/2013 16:00,6545,very high
22142,None,279.84,0.0,0.0,90,Drizzle,light intensity drizzle,3/30/2016 12:00,5027,high
33441,None,283.68,0.0,0.0,75,Clouds,broken clouds,5/8/2017 2:00,281,very low
14620,None,292.21,0.0,0.0,0,Clear,Sky is Clear,5/24/2014 23:00,2087,low
3547,None,271.51,0.0,0.0,90,Snow,heavy snow,2/12/2013 2:00,289,very low
35932,None,285.22,0.0,0.0,90,Drizzle,light intensity drizzle,8/4/2017 2:00,333,very low
19444,None,278.89,0.0,0.0,90,Mist,mist,11/12/2015 6:00,5719,high
22988,None,291.84,0.0,0.0,20,Haze,haze,5/2/2016 18:00,4148,medium
40010,None,263.55,0.0,0.0,90,Snow,light snow,12/23/2017 4:00,359,very low
36013,None,288.28,0.0,0.0,1,Mist,mist,8/7/2017 1:00,405,very low
8035,None,284.28,0.0,0.0,12,Clouds,few clouds,7/30/2013 2:00,283,very low
26638,None,290.78,3.75,0.0,90,Mist,mist,9/15/2016 18:00,4024,medium
38707,None,270.89,0.0,0.0,75,Clouds,broken clouds,11/5/2017 22:00,1323,very low
3982,None,270.71,0.0,0.0,75,Clouds,broken clouds,3/1/2013 0:00,713,very low
40624,None,257.35,0.0,0.0,90,Snow,light snow,1/14/2018 10:00,3338,medium
46754,None,301.79,0.0,0.0,75,Clouds,broken clouds,8/16/2018 14:00,4927,high
42119,None,272.02,0.0,0.0,90,Snow,light snow,3/6/2018 11:00,3781,medium
6489,None,285.25,0.0,0.0,90,Rain,light rain,5/29/2013 9:00,5195,high
15605,None,294.1,0.0,0.0,40,Clouds,scattered clouds,7/19/2014 0:00,1344,very low
25788,None,290.2,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 2:00,392,very low
33111,None,274.29,0.0,0.0,90,Haze,haze,4/27/2017 4:00,848,very low
5379,None,273.76,0.0,0.0,90,Clouds,overcast clouds,4/22/2013 0:00,506,very low
26621,None,286.08,0.0,0.0,75,Clouds,broken clouds,9/15/2016 4:00,865,very low
37431,None,291.61,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/25/2017 3:00,360,very low
42339,None,279.35,0.0,0.0,5,Clear,sky is clear,3/14/2018 19:00,3426,medium
39455,None,284.02,0.0,0.0,90,Rain,moderate rain,12/4/2017 8:00,5454,high
31287,None,264.09,0.0,0.0,1,Clear,sky is clear,2/25/2017 5:00,1036,very low
41377,None,259.79,0.0,0.0,1,Clear,sky is clear,2/9/2018 13:00,5340,high
38761,None,270.35,0.0,0.0,1,Clear,sky is clear,11/8/2017 5:00,2985,medium
28761,None,272.72,0.0,0.0,90,Clouds,overcast clouds,12/2/2016 17:00,6199,very high
38321,None,283.29,0.0,0.0,75,Clouds,broken clouds,10/25/2017 19:00,3450,medium
3755,None,257.06,0.0,0.0,1,Clear,sky is clear,2/20/2013 20:00,2987,medium
6839,None,287.58,1.0,0.0,68,Rain,light rain,6/10/2013 4:00,763,very low
30077,None,267.15,0.0,0.0,1,Clear,sky is clear,1/15/2017 21:00,2032,low
37689,None,292.57,0.0,0.0,90,Rain,light rain,10/3/2017 5:00,3013,medium
28929,None,268.88,0.0,0.0,90,Snow,light snow,12/8/2016 14:00,5171,high
2545,None,259.77,0.0,0.0,20,Mist,mist,12/31/2012 10:00,3540,medium
8258,None,299.48,0.0,0.0,64,Thunderstorm,proximity thunderstorm,8/7/2013 19:00,3648,medium
39990,None,265.93,0.0,0.0,90,Clouds,overcast clouds,12/22/2017 7:00,4955,high
25027,None,288.394,0.0,0.0,44,Clouds,scattered clouds,7/18/2016 1:00,456,very low
28402,None,274.21,0.0,0.0,90,Mist,mist,11/24/2016 3:00,262,very low
9347,None,289.53,0.0,0.0,20,Clouds,few clouds,10/7/2013 12:00,4699,high
8137,None,299.37,0.0,0.0,0,Clear,Sky is Clear,8/2/2013 16:00,6342,very high
3147,None,260.08,0.0,0.0,90,Haze,haze,1/24/2013 8:00,6256,very high
2416,None,258.29,0.0,0.0,90,Clouds,overcast clouds,12/27/2012 7:00,4795,high
24498,None,294.45,0.0,0.0,40,Clouds,scattered clouds,6/27/2016 13:00,4422,high
576,None,289.62,0.0,0.0,90,Haze,haze,10/24/2012 17:00,5855,very high
23164,None,286.86,1.02,0.0,90,Rain,moderate rain,5/9/2016 17:00,5922,very high
14641,None,297.03,0.0,0.0,90,Clouds,overcast clouds,5/25/2014 20:00,2611,low
23782,None,287.57,0.0,0.0,1,Mist,mist,5/30/2016 1:00,607,very low
2421,None,262.73,0.0,0.0,40,Clouds,scattered clouds,12/27/2012 12:00,4791,high
1573,None,270.47,0.0,0.0,6,Clear,sky is clear,11/30/2012 6:00,5503,high
29168,None,257.69,0.0,0.0,90,Mist,mist,12/16/2016 1:00,435,very low
36390,None,291.84,0.0,0.0,1,Mist,mist,8/18/2017 11:00,4837,high
2245,None,270.72,0.0,0.0,90,Mist,mist,12/20/2012 19:00,3270,medium
12397,None,266.71,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 22:00,1060,very low
29731,None,268.72,0.0,0.0,90,Clouds,overcast clouds,1/3/2017 8:00,5338,high
558,None,285.93,0.0,0.0,90,Drizzle,light intensity drizzle,10/24/2012 9:00,5492,high
11387,None,271.04,0.0,0.0,20,Clouds,few clouds,1/11/2014 16:00,4546,high
11303,None,249.48,0.0,0.0,1,Clear,sky is clear,1/8/2014 4:00,734,very low
13853,None,287.03,0.0,0.0,40,Clouds,scattered clouds,4/22/2014 18:00,4584,high
16231,None,290.7,0.0,0.0,1,Haze,haze,7/4/2015 2:00,735,very low
38215,None,288.79,0.0,0.0,75,Thunderstorm,proximity thunderstorm,10/21/2017 11:00,4534,high
33757,None,284.29,0.0,0.0,90,Drizzle,drizzle,5/18/2017 2:00,278,very low
18669,None,285.67,0.0,0.0,1,Clear,sky is clear,9/29/2015 10:00,4523,high
40816,None,277.65,0.0,0.0,90,Clouds,overcast clouds,1/20/2018 16:00,4757,high
6693,None,289.3,0.25,0.0,92,Rain,light rain,6/5/2013 15:00,6055,very high
22207,None,272.43,0.0,0.0,1,Clear,sky is clear,4/3/2016 4:00,452,very low
27538,None,284.385,0.0,0.0,44,Clouds,scattered clouds,10/23/2016 18:00,3905,medium
41204,None,264.79,0.0,0.0,90,Snow,light snow,2/3/2018 12:00,3924,medium
9013,None,289.58,0.0,0.0,90,Mist,mist,9/18/2013 4:00,850,very low
17416,None,295.84,0.0,0.0,1,Clear,sky is clear,8/16/2015 8:00,1742,low
5713,None,276.95,0.0,0.0,75,Clouds,broken clouds,5/3/2013 12:00,5326,high
28528,None,271.21,0.0,0.0,90,Mist,mist,11/27/2016 7:00,1243,very low
30242,None,275.75,0.0,0.0,90,Rain,light rain,1/19/2017 21:00,3245,medium
44823,None,293.36,0.0,0.0,90,Rain,light rain,6/9/2018 14:00,4196,medium
25372,None,293.84,0.0,0.0,20,Clouds,few clouds,7/30/2016 22:00,2713,low
37146,None,292.65,0.0,0.0,1,Mist,mist,9/14/2017 4:00,915,very low
17773,None,291.18,0.0,0.0,1,Clear,sky is clear,8/27/2015 23:00,1290,very low
20723,None,266.15,0.0,0.0,90,Mist,mist,1/20/2016 13:00,4740,high
34486,None,294.02,0.0,0.0,40,Clouds,scattered clouds,6/12/2017 22:00,1969,low
35897,None,288.81,0.0,0.0,90,Rain,heavy intensity rain,8/3/2017 7:00,5801,high
13663,None,272.51,0.0,0.0,40,Clouds,scattered clouds,4/14/2014 20:00,2697,low
22679,None,287.5,0.0,0.0,1,Clear,sky is clear,4/22/2016 16:00,6604,very high
32320,None,281.28,0.0,0.0,90,Haze,haze,4/3/2017 6:00,5453,high
18623,None,289.04,0.0,0.0,1,Clear,sky is clear,9/27/2015 8:00,2347,low
32212,None,276.81,0.0,0.0,90,Mist,mist,3/30/2017 6:00,5690,high
23020,None,284.3,0.0,0.0,1,Clear,sky is clear,5/4/2016 2:00,867,very low
35085,None,295.97,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/5/2017 2:00,428,very low
24954,None,289.69,0.0,0.0,80,Rain,light rain,7/15/2016 0:00,691,very low
6193,None,292.08,0.0,0.0,90,Mist,mist,5/20/2013 7:00,6136,very high
17506,None,290.84,0.38,0.0,90,Mist,mist,8/18/2015 20:00,2793,low
38181,None,291.55,0.0,0.0,1,Clear,sky is clear,10/20/2017 11:00,5071,high
20700,None,256.55,0.0,0.0,1,Clear,sky is clear,1/19/2016 12:00,4757,high
40375,None,253.58,0.0,0.0,40,Clouds,scattered clouds,1/5/2018 19:00,3652,medium
144,None,284.23,0.0,0.0,40,Clouds,scattered clouds,10/8/2012 18:00,4259,medium
44964,None,297.29,0.0,0.0,1,Rain,light rain,6/14/2018 21:00,2922,medium
1317,None,282.35,0.0,0.0,75,Clouds,broken clouds,11/20/2012 2:00,254,very low
30235,None,276.89,0.0,0.0,1,Haze,haze,1/19/2017 14:00,5156,high
23698,None,291.38,0.0,0.0,90,Drizzle,heavy intensity drizzle,5/27/2016 18:00,4252,medium
35322,None,289.22,0.0,0.0,40,Clouds,scattered clouds,7/14/2017 1:00,628,very low
36160,None,293.81,0.0,0.0,5,Clear,sky is clear,8/11/2017 11:00,4991,high
17007,None,300.1,0.0,0.0,1,Clear,sky is clear,7/31/2015 17:00,5537,high
19845,None,276.02,0.0,0.0,90,Mist,mist,12/6/2015 7:00,1283,very low
36305,None,291.29,0.0,0.0,90,Rain,heavy intensity rain,8/16/2017 7:00,6094,very high
25719,None,289.03,0.0,0.0,36,Clouds,scattered clouds,8/14/2016 5:00,468,very low
36876,None,300.94,0.0,0.0,1,Clear,sky is clear,9/3/2017 18:00,3886,medium
12965,None,269.43,0.0,0.0,90,Clouds,overcast clouds,3/16/2014 17:00,4003,medium
32818,None,286.02,0.0,0.0,90,Clouds,overcast clouds,4/18/2017 16:00,6907,very high
35352,None,290.48,0.0,0.0,1,Clear,sky is clear,7/15/2017 7:00,1991,low
38983,None,271.15,0.0,0.0,90,Clouds,overcast clouds,11/15/2017 21:00,2461,low
41798,None,257.44,0.0,0.0,1,Snow,light snow,2/24/2018 8:00,3018,medium
5349,None,275.51,0.0,0.0,75,Clouds,broken clouds,4/20/2013 17:00,4545,high
25599,None,292.63,0.0,0.0,64,Clouds,broken clouds,8/9/2016 5:00,2999,medium
33545,None,290.95,0.0,0.0,1,Haze,haze,5/11/2017 20:00,3423,medium
41151,None,256.08,0.0,0.0,1,Clear,sky is clear,2/1/2018 12:00,4843,high
31675,None,261.4,0.0,0.0,1,Clear,sky is clear,3/12/2017 5:00,487,very low
975,None,277.41,0.0,0.0,90,Mist,mist,11/7/2012 7:00,7088,very high
43689,None,286.72,0.0,0.0,40,Thunderstorm,proximity thunderstorm,4/30/2018 4:00,891,very low
6272,None,287.18,0.0,0.0,75,Mist,mist,5/22/2013 4:00,756,very low
41488,None,266.22,0.0,0.0,1,Mist,mist,2/14/2018 3:00,348,very low
36728,None,285.73,0.0,0.0,1,Mist,mist,8/29/2017 6:00,5964,very high
35280,None,300.44,0.0,0.0,40,Clouds,scattered clouds,7/12/2017 11:00,4669,high
39805,None,271.01,0.0,0.0,40,Mist,mist,12/16/2017 0:00,1275,very low
17227,None,294.11,0.0,0.0,1,Mist,mist,8/9/2015 3:00,407,very low
9921,None,280.33,0.0,0.0,64,Fog,fog,11/16/2013 23:00,2881,low
37325,None,291.95,0.0,0.0,5,Clear,sky is clear,9/20/2017 20:00,3262,medium
35988,None,288.61,0.0,0.0,90,Clouds,overcast clouds,8/6/2017 7:00,1309,very low
13832,None,284.47,0.0,0.0,1,Clear,sky is clear,4/21/2014 21:00,4939,high
21082,None,269.65,0.0,0.0,75,Mist,mist,2/6/2016 0:00,1254,very low
41890,None,268.35,0.0,0.0,1,Fog,fog,2/27/2018 4:00,878,very low
11171,None,251.27,0.0,0.0,5,Clear,sky is clear,1/2/2014 19:00,2763,low
35594,None,292.87,0.0,0.0,40,Clouds,scattered clouds,7/23/2017 5:00,500,very low
15127,None,292.83,0.0,0.0,0,Mist,mist,6/20/2014 7:00,6603,very high
41522,None,273.93,0.0,0.0,1,Clear,sky is clear,2/15/2018 10:00,4508,high
20169,None,272.59,0.0,0.0,90,Clouds,overcast clouds,12/23/2015 20:00,2303,low
32546,None,275.27,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 20:00,2394,low
9283,None,287.71,0.0,0.0,90,Mist,mist,10/5/2013 7:00,2396,low
6889,None,291.65,0.0,0.0,44,Mist,mist,6/11/2013 12:00,5173,high
23283,None,281.81,0.0,0.0,1,Fog,fog,5/12/2016 5:00,2880,low
1997,None,273.04,0.0,0.0,75,Clouds,broken clouds,12/14/2012 12:00,5480,high
39890,None,270.15,0.0,0.0,1,Mist,mist,12/18/2017 7:00,6198,very high
24714,None,291.3,0.0,0.0,20,Clouds,few clouds,7/6/2016 1:00,358,very low
17266,None,293.76,0.0,0.0,1,Clear,sky is clear,8/10/2015 9:00,4652,high
8830,None,294.48,0.0,0.0,20,Clouds,few clouds,9/8/2013 20:00,2849,low
44415,None,297.8,0.0,0.0,5,Clear,sky is clear,5/26/2018 22:00,3036,medium
16695,None,296.63,0.0,0.0,1,Clear,sky is clear,7/19/2015 10:00,3467,medium
25017,None,297.851,0.0,0.0,0,Clear,Sky is Clear,7/17/2016 15:00,4059,medium
29510,None,272.44,0.0,0.0,90,Clouds,overcast clouds,12/26/2016 6:00,1931,low
17205,None,291.92,0.0,0.0,1,Mist,mist,8/8/2015 7:00,1831,low
29101,None,259.55,0.0,0.0,5,Clear,sky is clear,12/13/2016 14:00,5006,high
11838,None,255.34,0.0,0.0,40,Clouds,scattered clouds,1/28/2014 15:00,5266,high
33442,None,282.95,0.0,0.0,75,Clouds,broken clouds,5/8/2017 3:00,334,very low
48158,None,274.66,0.0,0.0,1,Clear,sky is clear,9/29/2018 5:00,743,very low
16380,None,286.86,0.0,0.0,1,Clear,sky is clear,7/7/2015 23:00,1264,very low
44678,None,295.65,0.0,0.0,5,Clear,sky is clear,6/4/2018 11:00,4489,high
16857,None,302.06,0.0,0.0,1,Clear,sky is clear,7/25/2015 16:00,3179,medium
30680,None,269.97,0.0,0.0,1,Snow,light snow,2/1/2017 4:00,876,very low
20158,None,274.33,0.98,0.51,90,Rain,moderate rain,12/23/2015 12:00,5167,high
